intent,intent_size,dimensions,n_customers,support,stability_proxy
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5,5,MR,7671,0.08216845014299945,0.9988267500977708
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5,8,FMR,7643,0.08186852619514337,0.999345806620437
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5,8,FRS,7639,0.08182567991687822,0.9993454640659772
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5 & S5@0.7,9,FRS,7638,0.08181496834731193,0.9993453783713014
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R3@0.3,6,FMR,7609,0.08150433282988956,0.9969772637665922
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R4@0.3,5,FR,7605,0.08146148655162441,0.9934253780407627
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R2@0.3,5,FMR,7604,0.08145077498205812,0.9940820620725934
M1@0.3 & M1@0.5 & R2@0.3,3,MR,7592,0.08132223614726265,0.9968387776606955
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R2@0.3,6,FMR,7559,0.08096875435157513,0.9980156105304935
M1@0.3 & R3@0.3 & S5@0.3 & S5@0.5,4,MRS,7546,0.08082950394721339,0.9984097535117943
M1@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,7534,0.08070096511241792,0.9984072205999469
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,FMS,7515,0.08049744529065844,0.998003992015968
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & S5@0.3 & S5@0.5,7,FMRS,7506,0.08040104116456184,0.9992006394884093
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,7504,0.08037961802542927,0.9992004264392325
F1@0.3 & F1@0.5 & F1@0.7 & S3@0.3 & S3@0.5,5,FS,7455,0.07985475111668112,0.9959758551307847
F1@0.3 & F1@0.5 & F1@0.7 & S3@0.3 & S3@0.5 & S3@0.7,6,FS,7445,0.07974763542101825,0.9966420416386836
M1@0.3 & M1@0.5 & R4@0.3 & S5@0.3 & S5@0.5,5,MRS,7440,0.0796940775731868,0.9993279569892473
M1@0.3 & M1@0.5 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,7429,0.07957625030795762,0.9993269619060439
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & S5@0.3 & S5@0.5,8,FMRS,7409,0.07936201891663186,0.9995950870562829
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,7407,0.07934059577749927,0.9995949777237748
M3@0.3 & R3@0.3,2,MR,7291,0.07809805370780981,0.988067480455356
M2@0.3 & R5@0.3 & S5@0.3 & S5@0.5,4,MRS,7273,0.07790524545561661,0.9979375773408498
M2@0.3 & R5@0.3 & R5@0.5 & R5@0.7,4,MR,7269,0.07786239917735145,0.9958728848534875
M2@0.3 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,7235,0.07749820581209765,0.9980649619903248
M2@0.3 & S4@0.3,2,MS,7193,0.07704831989031352,0.9912414847768664
M2@0.3 & S4@0.3 & S4@0.5,3,MS,7189,0.07700547361204838,0.9916539157045486
M2@0.3 & R4@0.3 & S5@0.3 & S5@0.5,4,MRS,7170,0.0768019537902889,0.997350069735007
M2@0.3 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,7142,0.07650202984243282,0.9974796975637077
M1@0.3 & M1@0.5 & R5@0.3 & S5@0.3 & S5@0.5,5,MRS,7123,0.07629851002067332,0.9994384388600309
M5@0.3,1,M,7121,0.07627708688154075,0.9828675747788232
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,7113,0.07619139432501044,0.9978911851539435
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,7113,0.07619139432501044,0.9991564740615774
M1@0.3 & M1@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,7112,0.07618068275544415,0.999437570303712
M1@0.3 & M2@0.3 & S5@0.3 & S5@0.5,4,MS,7109,0.07614854804674528,0.9966239977493319
M1@0.3 & M2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MS,7087,0.07591289351628694,0.9966135177084803
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & S5@0.3 & S5@0.5,8,FMRS,7087,0.07591289351628694,0.9997177931423734
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,7086,0.07590218194672066,0.9997177533163986
M2@0.3 & S4@0.3 & S4@0.5 & S4@0.7,4,MS,7069,0.07572008526409375,0.9953317300891216
M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & R5@0.7,5,MR,7038,0.07538802660753881,0.9987212276214834
M1@0.3 & M1@0.5 & S4@0.3 & S4@0.5,4,MS,7028,0.07528091091187591,0.996727376209448
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & S5@0.3 & S5@0.5,7,FMS,7020,0.07519521835534561,0.9985754985754985
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMS,7019,0.07518450678577931,0.9985752956261575
M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5,4,MR,7016,0.07515237207708045,0.9975769669327252
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3 & S5@0.3 & S5@0.5,7,FMRS,7016,0.07515237207708045,0.9987172177879133
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,7015,0.07514166050751417,0.9987170349251604
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & R5@0.7,8,FMR,7004,0.075023833242285,0.9992861222158766
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R3@0.3,5,FMR,6998,0.07495956382488726,0.9937124892826522
M1@0.3 & M1@0.5 & S4@0.3 & S4@0.5 & S4@0.7,5,MS,6988,0.07485244812922437,0.9985689753863767
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & S4@0.3 & S4@0.5,7,FMS,6972,0.07468106301616376,0.9988525530694206
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & S4@0.3 & S4@0.5 & S4@0.7,8,FMS,6968,0.07463821673789861,0.9992824339839265
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & S4@0.3 & S4@0.5,6,FMS,6967,0.07462750516833232,0.9975599253624229
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & S4@0.3 & S4@0.5 & S4@0.7,7,FMS,6965,0.07460608202919974,0.9978463747307968
M1@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,5,MRS,6954,0.07448825476397057,0.9992809893586425
M1@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,6943,0.07437042749874138,0.9992798502088435
R2@0.3 & R3@0.3,2,R,6936,0.07429544651177737,0.9851499423298731
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,8,FMRS,6911,0.07402765727262016,0.9997106062798438
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,6910,0.07401694570305387,0.9997105643994211
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5,7,FMR,6870,0.07358848292040232,0.9985443959243085
R4@0.3 & R5@0.3 & S5@0.3,3,RS,6830,0.07316002013775079,0.995900439238653
R4@0.3 & R5@0.3 & S5@0.3 & S5@0.5,4,RS,6828,0.0731385969986182,0.9958992384299942
R4@0.3 & S4@0.3,2,RS,6800,0.07283867305076212,0.9886764705882353
R4@0.3 & S4@0.3 & S4@0.5,3,RS,6793,0.07276369206379811,0.9891064330928897
M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5,4,MR,6789,0.07272084578553295,0.997348652231551
R4@0.3 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,RS,6773,0.07254946067247234,0.9958659382843644
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R3@0.3,5,FR,6718,0.07196032434632647,0.9924084548972909
M3@0.3 & R4@0.3 & R4@0.5,3,MR,6715,0.07192818963762761,0.9946388682055101
M1@0.3 & R4@0.3 & R4@0.5 & R4@0.7,4,MR,6682,0.07157470784194007,0.9973061957497755
M3@0.3 & R5@0.3 & R5@0.5,3,MR,6681,0.0715639962723738,0.9947612632839395
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3 & R4@0.5 & R4@0.7,7,FMR,6646,0.07118909133755369,0.9984953355401746
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5,7,FMR,6641,0.07113553348972225,0.9984942026803192
M4@0.3 & M4@0.5 & M4@0.7,3,M,6639,0.07111411035058968,0.9899081186925742
M3@0.3 & M3@0.5 & R4@0.3,3,MR,6637,0.07109268721145709,0.9894530661443424
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R5@0.3 & S5@0.3 & S5@0.5,7,FRS,6608,0.07078205169403473,0.9984866828087167
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FRS,6607,0.07077134012446844,0.9984864537611624
R4@0.3 & S4@0.3 & S4@0.5 & S4@0.7,4,RS,6602,0.070717782276637,0.994092699182066
M1@0.3 & M1@0.5 & R3@0.3 & S5@0.3 & S5@0.5,5,MRS,6520,0.06983943357220133,0.999079754601227
M1@0.3 & M1@0.5 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,6510,0.06973231787653845,0.9990783410138249
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R3@0.3 & S5@0.3 & S5@0.5,8,FMRS,6494,0.06956093276347783,0.9995380351093317
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,6492,0.06953950962434526,0.9995378927911276
M2@0.3 & R3@0.3 & S5@0.3,3,MRS,6476,0.06936812451128464,0.9969116738727609
M2@0.3 & R3@0.3 & S5@0.3 & S5@0.5,4,MRS,6475,0.06935741294171835,0.9969111969111969
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & S4@0.3 & S4@0.5,6,FRS,6464,0.06923958567648918,0.9972153465346535
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & S4@0.3 & S4@0.5 & S4@0.7,7,FRS,6461,0.06920745096779031,0.9976783779600681
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3,4,FM,6451,0.06910033527212743,0.9922492636800496
M2@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,6447,0.06905748899386227,0.9972080037226617
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R4@0.3 & R4@0.5,6,FMR,6405,0.06860760307207815,0.9976580796252927
M1@0.3 & R2@0.3 & R2@0.5,3,MR,6391,0.06845764109815011,0.9953058989203567
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R5@0.3 & R5@0.5,6,FMR,6385,0.06839337168075238,0.9976507439310884
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R2@0.3 & R2@0.5,6,FMR,6355,0.06807202459376373,0.996852871754524
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R4@0.3,6,FMR,6334,0.06784708163287166,0.9933691190401011
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,6327,0.06777210064590765,0.9985775248933144
M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & S5@0.3 & S5@0.5,6,MRS,6303,0.06751502297631672,0.999206726955418
M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,6297,0.06745075355891898,0.999205971097348
M1@0.3 & M1@0.5 & M2@0.3,3,M,6292,0.06739719571108754,0.9931659249841068
M3@0.3 & M3@0.5 & M3@0.7 & S5@0.3,4,MS,6284,0.06731150315455724,0.9976129853596435
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & S5@0.3 & S5@0.5,9,FMRS,6282,0.06729008001542466,0.9995224450811844
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,6281,0.06727936844585837,0.9995223690495144
M3@0.3 & M3@0.5 & M3@0.7 & S5@0.3 & S5@0.5,5,MS,6279,0.0672579453067258,0.9976110845676063
M1@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,5,MRS,6265,0.06710798333279776,0.9993615323224262
M1@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,6252,0.066968732928436,0.999360204734485
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M2@0.3,6,FM,6227,0.06670094368927879,0.9959852256303195
M3@0.3 & M3@0.5 & M3@0.7 & S5@0.3 & S5@0.5 & S5@0.7,6,MS,6227,0.06670094368927879,0.9977517263529789
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,8,FMRS,6223,0.06665809741101364,0.9996786116021211
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,6222,0.06664738584144735,0.9996785599485696
R1@0.3 & S5@0.3,2,RS,6175,0.06614394207183179,0.9949797570850203
R1@0.3 & S5@0.3 & S5@0.5,3,RS,6174,0.0661332305022655,0.9949789439585358
R1@0.3 & S5@0.3 & S5@0.5 & S5@0.7,4,RS,6161,0.06599398009790375,0.9951306606070444
M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5,5,MR,6146,0.06583330655440942,0.9980475105759844
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5,8,FMR,6136,0.06572619085874654,0.9983702737940026
M1@0.3 & R3@0.3 & R3@0.5 & R3@0.7,4,MR,6095,0.0652870165065287,0.9972108285479901
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & M4@0.7,6,FM,6067,0.06498709255867262,0.9958793472886105
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & R3@0.5 & R3@0.7,7,FMR,6063,0.06494424628040747,0.9983506514926604
M2@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,5,MRS,6055,0.06485855372387717,0.9986787778695293
F1@0.3 & F1@0.5 & F1@0.7 & R1@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,FRS,6051,0.064815707445612,0.9983473805982482
R5@0.3 & S4@0.3,2,RS,6029,0.06458005291515366,0.9900481008459114
M2@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,6023,0.06451578349775593,0.9988377884775029
R5@0.3 & S4@0.3 & S4@0.5,3,RS,6020,0.06448364878905706,0.9903654485049834
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & S5@0.3 & S5@0.5,6,MRS,5991,0.06417301327163469,0.99933233183108
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,5983,0.06408732071510438,0.999331439077386
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M3@0.7 & S5@0.3 & S5@0.5 & S5@0.7,9,FMS,5981,0.06406589757597181,0.9991640193947501
R1@0.3 & R1@0.5 & R1@0.7,3,R,5979,0.06404447443683924,0.9904666332162569
M4@0.3 & M4@0.5 & S5@0.3,3,MS,5974,0.06399091658900778,0.9946434549715434
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & S5@0.3 & S5@0.5,9,FMRS,5967,0.06391593560204377,0.999664823194235
M4@0.3 & M4@0.5 & S5@0.3 & S5@0.5,4,MS,5966,0.06390522403247748,0.9946362722091854
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,5966,0.06390522403247748,0.999664767013074
M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,6,MRS,5965,0.0638945124629112,0.9996647108130763
M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,5955,0.0637873967672483,0.999664147774979
M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3,4,MR,5947,0.063701704210718,0.9964688078022532
R4@0.3 & R5@0.3 & R5@0.5,3,R,5934,0.06356245380635625,0.9907313784967982
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,9,FMRS,5934,0.06356245380635625,0.9998314796090327
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,5933,0.06355174223678996,0.9998314512051238
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3,7,FMR,5928,0.06349818438895852,0.9974696356275303
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,5921,0.06342320340199449,0.9994933288295896
M4@0.3 & M4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,5,MS,5880,0.06298402904977667,0.9945578231292517
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & R5@0.7,6,MR,5878,0.06296260591064409,0.9984688669615516
R3@0.3 & S4@0.3,2,RS,5875,0.06293047120194523,0.9879148936170212
F1@0.3 & F1@0.5 & F1@0.7 & R1@0.3 & R1@0.5 & R1@0.7,6,FR,5868,0.0628554902149812,0.9957396046353102
R3@0.3 & S4@0.3 & S4@0.5,3,RS,5866,0.06283406707584863,0.988237299693147
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & R5@0.7,9,FMR,5856,0.06272695138018573,0.999146174863388
M3@0.3 & M3@0.5 & R5@0.3,3,MR,5836,0.06251271998885997,0.9912611377655929
R5@0.3 & S4@0.3 & S4@0.5 & S4@0.7,4,RS,5813,0.06226635388883533,0.994667125408567
M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & R4@0.7,5,MR,5767,0.06177362168878606,0.9982659961851916
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R5@0.3 & R5@0.5,6,FR,5743,0.06151654401919513,0.9956468744558593
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & R4@0.7,8,FMR,5743,0.06151654401919513,0.9991293748911718
M1@0.3 & M1@0.5 & M1@0.7 & S4@0.3 & S4@0.5,5,MS,5725,0.06132373576700194,0.9968558951965065
R3@0.3 & S4@0.3 & S4@0.5 & S4@0.7,4,RS,5717,0.06123804321047163,0.9945775756515655
M1@0.3 & M1@0.5 & M1@0.7 & S4@0.3 & S4@0.5 & S4@0.7,6,MS,5705,0.061109504375676166,0.9982471516213848
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & S4@0.3 & S4@0.5,8,FMS,5698,0.061034523388712146,0.9987714987714987
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & S4@0.3 & S4@0.5 & S4@0.7,9,FMS,5695,0.06100238868001328,0.9991220368744512
M1@0.3 & M2@0.3 & M2@0.5,3,M,5688,0.06092740769304926,0.9887482419127989
F1@0.3 & F1@0.5 & F1@0.7 & R5@0.3 & S4@0.3 & S4@0.5,6,FRS,5682,0.060863138275651534,0.9980640619500176
F1@0.3 & F1@0.5 & F1@0.7 & R5@0.3 & S4@0.3 & S4@0.5 & S4@0.7,7,FRS,5681,0.06085242670608524,0.9982397465234993
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & S4@0.3 & S4@0.5,6,FRS,5624,0.060241867240806796,0.9966216216216216
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & S4@0.3 & S4@0.5 & S4@0.7,7,FRS,5619,0.060188309392975356,0.997330485851575
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & M2@0.5,6,FM,5613,0.06012403997557762,0.9921610546944593
M2@0.3 & R2@0.3 & R2@0.5,3,MR,5596,0.05994194329295072,0.9912437455325233
M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5,4,MR,5586,0.05983482759728783,0.9953455066237021
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R5@0.3,6,FMR,5582,0.05979198131902268,0.9949838767466858
M2@0.3 & M2@0.5 & M2@0.7 & R4@0.3,4,MR,5564,0.059599173066829485,0.9951473759884975
M1@0.3 & M1@0.5 & R2@0.3 & R2@0.5,4,MR,5520,0.059127864005912786,0.9969202898550724
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R2@0.3 & R2@0.5,6,FMR,5497,0.05888149790588815,0.9947243951246134
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R2@0.3 & R2@0.5,7,FMR,5497,0.05888149790588815,0.9981808259050391
M2@0.3 & R4@0.3 & R4@0.5 & R4@0.7,4,MR,5465,0.058538727679766915,0.9941445562671546
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,8,FMS,5457,0.05845303512323661,0.9981674912955837
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5,7,FMR,5455,0.05843161198410403,0.9970669110907424
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R4@0.3,7,FMR,5453,0.058410188844971456,0.9972492206125069
M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,6,MRS,5417,0.058024572340585064,0.9996307919512646
M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,5408,0.05792816821448847,0.9996301775147929
M1@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5,6,MRS,5406,0.05790674507535589,0.9990751017388088
M1@0.3 & R2@0.3 & S5@0.3 & S5@0.5,4,MRS,5405,0.057896033505789604,0.9979648473635523
M5@0.3 & M5@0.5,2,M,5403,0.057874610366657024,0.9842679992596706
M1@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,5398,0.057821052518825584,0.9990737310114858
M1@0.3 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,5397,0.0578103409492593,0.9979618306466556
M2@0.3 & R3@0.3 & R3@0.5 & R3@0.7,4,MR,5393,0.05776749467099414,0.9946226590024105
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,9,FMRS,5392,0.05775678310142785,0.9998145400593472
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,5391,0.057746071531861565,0.9998145056575775
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R2@0.3 & S5@0.3 & S5@0.5,7,FMRS,5376,0.05758539798836724,0.9988839285714286
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,5375,0.057574686418800945,0.9988837209302326
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,5372,0.05754255171010208,0.9996276991809382
M2@0.3 & M2@0.5 & R5@0.3 & S5@0.3 & S5@0.5,5,MRS,5362,0.05743543601443919,0.9986945169712794
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3 & R4@0.5 & R4@0.7,7,FMR,5353,0.0573390318883426,0.9971978329908463
M2@0.3 & M2@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,5332,0.05711408892745054,0.9986871717929482
M3@0.3 & M3@0.5 & R3@0.3,3,MR,5318,0.0569641269535225,0.9877773599097405
M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & R5@0.7,5,MR,5318,0.0569641269535225,0.9968033095148552
M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & R3@0.7,5,MR,5291,0.05667491457523271,0.9982989982989983
M1@0.3 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,5,MRS,5282,0.05657851044913611,0.9986747444149944
M2@0.3 & M2@0.5 & R2@0.3,3,MR,5281,0.05656779887956982,0.99318310925961
M1@0.3 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,5274,0.0564928178926058,0.9986727341676147
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & R3@0.7,8,FMR,5270,0.05644997161434065,0.9990512333965844
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R3@0.3 & R3@0.5 & R3@0.7,7,FMR,5267,0.05641783690564178,0.9971520789823429
M2@0.3 & M2@0.5 & R4@0.3 & S5@0.3 & S5@0.5,5,MRS,5266,0.056407125336075496,0.9982909229016331
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,8,FMRS,5253,0.05626787493171374,0.9992385303636018
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,5251,0.05624645179258117,0.9992382403351743
M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & S5@0.3 & S5@0.5,6,MRS,5247,0.05620360551431601,0.9988564894225271
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,5247,0.05620360551431601,0.9992376596150181
